age,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
26,232914,15,10,4,0,1,4,0,0,0,40,37
31,206609,9,13,4,10,1,4,1,0,1876,40,37
33,44623,11,9,2,3,0,4,1,0,0,45,37
22,199005,7,12,4,9,3,4,1,0,0,40,37
37,403344,11,9,2,2,0,4,1,0,0,40,37
37,118577,11,9,2,0,5,4,0,0,0,25,37
37,122889,10,16,2,9,0,1,1,7298,0,40,34
23,196508,15,10,4,0,3,2,0,0,0,24,37
26,40915,9,13,4,0,1,4,0,0,0,40,37
37,143774,11,9,0,3,4,4,0,0,0,50,37
22,173004,11,9,4,6,2,2,1,0,0,1,37
49,353824,11,9,2,2,0,4,1,0,1887,40,37
53,171058,15,10,0,5,4,4,0,0,0,40,37
40,335400,15,10,2,11,0,4,1,0,0,40,5
30,263650,9,13,4,11,4,2,0,0,0,17,37
59,187025,11,9,0,0,1,2,1,0,0,40,37
49,149218,11,9,0,2,4,4,1,0,0,50,37
26,190916,11,9,2,3,0,4,1,0,0,40,37
50,240989,3,2,2,4,2,4,1,0,0,40,24
47,216093,11,9,2,0,0,4,1,15024,0,40,37
42,111483,9,13,2,11,0,4,1,0,0,60,37
24,214810,8,11,4,11,1,4,0,0,0,35,37
46,165402,11,9,2,2,5,4,0,5178,0,40,37
50,36489,15,10,2,0,0,4,1,0,0,40,37
18,173923,15,10,4,0,3,4,0,0,0,10,37
20,273147,11,9,4,6,3,2,1,0,0,40,37
18,113814,11,9,4,4,3,4,1,0,0,40,37
41,118768,7,12,4,2,1,4,1,0,0,48,37
62,34916,15,10,2,9,0,4,1,0,0,40,37
36,73023,11,9,2,13,0,4,1,0,0,70,37
46,179869,11,9,2,5,0,4,1,0,0,40,37
48,259131,15,10,0,0,4,2,1,5455,0,40,37
52,257756,8,11,0,0,1,4,0,0,0,40,10
53,448862,11,9,4,13,4,2,1,0,0,40,37
31,150553,7,12,4,12,1,1,0,0,0,40,37
30,205152,8,11,2,3,0,4,1,0,0,35,37
26,220499,11,9,4,5,4,4,1,0,0,40,37
19,134252,11,9,4,7,3,4,1,0,0,35,37
20,175808,11,9,4,2,3,4,1,0,0,40,37
35,185621,9,13,4,3,3,4,0,0,0,40,37
24,278391,7,12,4,11,3,4,1,0,0,30,37
22,174907,15,10,4,9,3,4,0,0,0,15,37
40,175642,9,13,4,9,1,4,0,0,0,60,37
24,216889,6,5,2,2,0,4,1,0,0,45,37
34,183557,11,9,5,0,1,4,0,0,0,20,37
24,196674,9,13,2,9,0,4,1,0,0,40,37
20,169188,15,10,4,7,1,4,0,0,0,30,37
46,203785,15,10,2,11,0,4,1,0,0,40,37
49,196707,9,13,2,3,0,4,1,0,0,45,37
37,190297,9,13,2,12,0,4,1,0,0,45,37
18,255595,1,7,4,9,3,4,1,0,0,5,37
38,374983,15,10,2,2,0,4,1,0,0,55,37
21,176178,9,13,2,11,2,4,0,0,0,35,37
35,181165,11,9,0,11,1,4,0,0,0,40,37
43,212490,8,11,0,0,1,2,0,0,0,40,37
61,215766,9,13,2,3,0,4,1,0,0,50,37
46,261688,11,9,0,2,1,4,1,0,0,40,37
39,123417,9,13,4,3,1,4,1,0,0,60,37
29,108431,8,11,2,3,0,2,1,0,2415,40,37
58,32954,15,10,0,0,1,4,0,0,0,40,37
47,224752,15,10,0,3,1,4,0,0,0,40,37
35,122353,1,7,4,5,2,4,1,0,0,40,37
37,176159,9,13,2,3,0,4,1,0,0,40,37
28,189407,11,9,2,11,0,4,1,0,0,55,37
26,181772,15,10,2,12,0,4,1,0,0,40,37
36,109133,11,9,0,2,1,4,1,0,0,40,37
49,165229,8,11,2,3,0,4,1,0,0,40,37
23,315449,15,10,4,0,3,2,1,0,0,20,37
40,37848,11,9,0,9,4,4,0,0,0,40,37
37,54595,11,9,4,0,4,2,0,0,0,40,37
20,127914,15,10,4,9,2,4,1,0,0,40,37
20,121596,15,10,4,7,3,4,0,2907,0,35,37
38,95336,9,13,2,2,0,4,1,0,0,45,37
40,299197,11,9,4,9,1,4,1,0,0,23,37
58,299991,1,7,0,0,1,4,0,3674,0,40,37
28,70034,6,5,4,6,3,4,1,0,0,40,30
30,256970,12,14,2,9,5,4,0,0,0,35,37
29,108706,15,10,2,12,5,4,0,0,0,40,37
52,227832,9,13,2,9,0,4,1,0,0,50,37
26,272865,11,9,2,2,0,4,1,0,0,40,37
39,60070,11,9,0,7,4,4,0,0,0,24,37
40,223730,12,14,0,3,4,4,0,0,0,38,37
51,22743,11,9,2,4,0,4,1,0,1740,40,37
26,195994,9,13,5,11,1,4,0,0,0,40,37
19,181242,15,10,4,9,3,4,1,0,0,40,37
64,133169,1,7,6,6,1,4,0,0,0,40,17
22,99199,15,10,4,0,3,4,1,0,0,50,37
40,246949,11,9,0,6,3,4,1,0,0,40,37
31,284889,9,13,6,11,4,4,0,0,0,41,37
35,150309,15,10,2,13,0,0,1,0,1887,40,37
24,201799,9,13,4,13,3,4,0,0,0,84,37
58,52090,14,15,0,12,4,4,1,0,0,40,37
83,107338,15,10,6,9,1,4,1,0,0,12,37
45,32356,9,13,2,11,0,4,1,0,0,55,37
47,50092,9,13,0,3,4,3,1,0,1138,40,37
28,311446,11,9,0,0,1,4,0,0,0,40,37
29,128553,8,11,4,0,4,2,0,0,0,40,37
23,203203,9,13,4,9,1,4,0,0,0,40,37
30,429281,11,9,4,4,1,4,1,0,0,40,37
31,192660,8,11,4,0,4,2,0,0,0,30,37
30,170449,12,14,2,9,0,1,1,0,0,40,37
57,221417,9,13,2,9,0,4,1,0,0,40,37
80,156942,3,2,5,9,1,2,1,0,0,15,37
21,177504,15,10,4,5,3,4,1,0,0,35,37
24,378546,1,7,4,5,3,4,1,0,0,39,37
39,33001,11,9,2,2,0,4,1,0,0,40,37
30,213722,14,15,4,9,1,4,1,0,0,50,37
36,152307,11,9,2,0,0,4,1,7298,0,55,37
61,53777,14,15,0,9,1,4,1,0,0,50,37
23,60668,15,10,4,11,3,4,1,0,0,55,37
34,132544,15,10,2,11,0,4,1,0,0,99,37
53,277772,11,9,0,5,4,2,0,0,0,40,37
23,415755,1,7,4,5,3,4,1,0,0,30,37
51,136080,11,9,0,11,2,4,0,0,0,31,37
29,241607,11,9,4,2,1,4,1,2597,0,40,37
22,180190,15,10,4,2,1,4,1,0,0,40,37
19,400356,15,10,3,0,3,4,1,0,0,40,37
55,154274,12,14,4,3,1,4,0,8614,0,40,37
48,146497,11,9,6,11,4,4,0,0,0,37,37
47,189498,11,9,2,12,0,4,1,0,0,65,37
32,65942,11,9,4,7,1,4,0,0,0,56,37
27,151382,11,9,4,4,3,4,1,0,0,40,37
41,56651,11,9,2,2,0,4,1,0,0,45,37
25,164488,7,12,4,3,3,4,1,0,0,45,37
27,183061,11,9,4,4,3,0,1,0,0,60,37
31,289228,11,9,2,3,5,4,0,0,0,35,37
28,38918,9,13,4,9,1,4,1,0,0,50,37
23,194630,11,9,5,6,3,4,1,0,0,53,37
31,262848,11,9,0,0,1,4,0,0,0,40,37
21,157595,11,9,4,7,1,4,1,0,0,35,37
26,102476,15,10,4,7,3,4,1,0,0,40,37
45,93663,15,10,0,0,4,4,0,0,0,35,37
30,202450,11,9,0,2,3,4,1,0,0,40,37
45,72393,11,9,4,11,3,4,0,0,0,35,37
27,53147,11,9,4,2,1,2,1,0,0,40,37
29,337944,1,7,5,13,1,4,1,0,0,60,37
31,37939,15,10,4,7,1,4,1,0,0,40,37
57,118993,6,5,2,13,2,4,0,0,0,40,37
60,772919,9,13,2,7,0,4,1,0,0,25,37
26,143062,15,10,0,0,3,4,0,0,0,40,37
31,32593,9,13,4,9,1,4,0,0,0,40,37
39,167882,2,8,4,7,4,2,0,0,0,48,13
52,48413,11,9,2,7,0,4,1,0,0,40,37
50,123429,11,9,2,13,0,4,1,0,0,40,37
61,244261,11,9,2,2,0,2,1,0,0,40,37
37,318891,15,10,0,0,4,4,0,0,0,40,37
20,259788,11,9,4,5,3,2,1,0,0,40,37
42,248876,15,10,0,2,4,4,1,0,0,55,37
63,334418,3,2,2,0,0,2,1,0,0,40,31
38,166497,14,15,4,9,1,4,1,0,0,60,37
54,260833,15,10,2,4,0,4,1,0,0,45,37
35,107477,15,10,4,6,1,4,0,0,0,40,37
20,37932,11,9,4,7,1,4,1,0,0,45,37
58,216948,0,6,5,11,2,3,1,0,0,40,4
38,157473,8,11,2,9,0,4,1,0,0,48,37
21,117222,15,10,4,9,3,4,1,0,0,40,37
27,186733,11,9,4,3,1,4,1,0,0,50,37
53,231472,12,14,2,3,0,4,1,15024,0,50,37
31,187689,9,13,2,9,0,4,1,0,0,40,37
32,323985,12,14,4,3,1,4,0,0,0,45,37
53,270655,2,8,2,12,0,4,1,0,0,45,37
36,301614,15,10,0,2,1,4,1,0,0,45,24
25,112754,15,10,2,9,0,4,1,0,0,50,37
23,35633,15,10,4,9,1,4,1,0,0,40,37
30,112358,15,10,2,3,0,4,1,0,0,40,37
57,247337,11,9,2,11,0,4,1,0,0,72,37
40,115411,7,12,2,3,0,4,1,0,0,65,37
42,884434,15,10,5,9,4,2,0,0,0,40,37
55,72812,11,9,5,11,1,4,1,0,0,36,37
26,192549,15,10,4,2,3,4,1,0,0,40,37
43,54310,9,13,0,9,4,4,1,0,0,50,37
58,33386,7,12,2,2,5,4,0,0,0,20,37
30,233433,11,9,4,11,3,4,0,0,0,45,37
24,106373,11,9,0,5,4,4,1,0,0,40,37
60,215591,11,9,2,13,0,4,1,0,0,50,37
39,184531,11,9,0,7,1,4,0,0,0,40,37
40,69495,11,9,2,13,0,4,1,0,0,40,37
63,22228,11,9,2,7,0,4,1,0,0,40,37
38,55899,9,13,0,0,4,4,0,0,0,40,37
50,181498,11,9,2,11,0,4,1,0,0,40,37
31,203572,11,9,0,0,4,4,0,0,0,30,37
23,120601,8,11,2,2,0,2,1,0,0,40,37
36,74706,0,6,0,2,4,4,0,0,0,40,37
59,259673,15,10,2,9,0,3,1,0,0,40,31
48,126441,3,2,2,7,0,1,1,0,0,45,2
25,127784,15,10,4,11,4,4,0,0,0,40,37
43,33658,15,10,3,2,4,4,1,0,3004,40,37
36,234901,15,10,2,9,0,4,1,0,0,40,37
45,34307,9,13,0,9,4,4,0,0,0,40,37
75,124660,11,9,4,0,1,4,0,0,0,40,37
29,278637,8,11,2,0,0,4,1,0,0,40,37
27,373545,11,9,4,5,1,4,1,0,0,40,37
17,172548,6,5,4,11,3,4,1,0,0,8,37
46,28074,15,10,2,2,0,4,1,0,0,89,37
58,127539,0,6,2,2,0,4,1,2407,0,25,37
25,180246,9,13,4,9,1,4,1,0,1408,40,37
34,377017,12,14,4,9,4,4,1,0,0,40,37
41,144925,15,10,0,2,1,4,1,0,0,40,37
51,156877,6,5,5,9,1,4,1,0,0,60,37
19,153019,11,9,4,3,3,4,1,0,0,40,37
47,32825,15,10,2,11,0,4,1,0,0,60,37
46,114120,15,10,0,12,1,4,0,0,0,38,37
36,92440,15,10,2,9,0,4,1,0,0,40,37
42,32016,11,9,2,4,0,4,1,0,0,70,37
51,165953,11,9,5,5,1,2,1,0,0,45,37
21,96061,15,10,4,7,3,4,0,0,0,10,37
50,106422,11,9,2,11,5,2,0,0,1485,37,37
49,167281,11,9,2,11,0,4,1,0,0,40,37
21,137895,15,10,4,5,3,4,1,0,0,40,37
52,177487,11,9,2,7,0,4,1,0,0,40,37
32,344696,15,10,4,6,4,4,0,0,0,40,37
66,51415,8,11,2,4,0,4,1,4931,0,98,37
36,134367,9,13,2,12,5,4,0,0,0,32,37
40,289636,11,9,2,11,0,4,1,0,0,50,37
30,165115,8,11,0,0,4,4,0,0,0,30,37
20,206008,11,9,4,7,3,2,1,0,0,40,37
22,149342,15,10,4,5,3,4,1,0,0,35,37
48,90042,15,10,2,9,0,4,1,0,0,49,37
22,495288,11,9,4,0,3,4,0,0,0,38,37
22,234970,15,10,4,7,3,2,0,0,0,40,37
51,123011,11,9,0,2,3,4,1,0,0,40,37
36,260454,11,9,2,2,0,4,1,0,0,30,37
19,39026,11,9,4,0,3,4,1,0,0,40,37
22,278021,11,9,4,13,1,4,1,0,0,40,37
47,159399,8,11,2,7,0,4,1,0,0,45,37
34,340665,15,10,2,6,0,2,1,0,2057,35,37
34,392518,11,9,4,7,4,2,0,0,0,40,37
24,229826,9,13,4,13,3,4,1,0,0,20,37
62,185503,12,14,2,3,0,4,1,0,0,50,37
25,399117,4,3,2,7,0,4,1,0,0,40,24
45,168232,11,9,2,2,0,4,1,0,0,56,37
42,377322,8,11,2,6,0,2,1,0,0,40,37
71,141742,11,9,6,4,4,4,1,1731,0,5,37
39,31964,11,9,2,3,0,4,1,0,0,80,37
45,29019,11,9,2,7,5,4,0,0,0,55,37
67,183420,11,9,2,9,0,4,1,0,0,21,37
36,305319,12,14,2,3,0,4,1,0,0,50,37
35,182189,12,14,2,9,0,4,1,0,0,50,37
39,257250,11,9,0,2,1,4,1,0,0,60,37
60,269485,13,1,0,7,4,4,0,0,0,40,24
32,182177,11,9,2,2,0,4,1,0,0,40,37
38,179481,11,9,2,6,0,4,1,0,0,40,29
27,199118,15,10,4,0,3,4,0,0,0,40,25
46,33084,11,9,0,2,1,4,1,0,0,40,37
53,185407,11,9,2,5,0,4,1,0,0,40,37
38,177907,11,9,2,11,0,4,1,0,0,40,37
40,145441,11,9,2,3,0,4,1,0,1485,40,37
25,104830,9,13,4,9,3,4,0,0,0,15,37
27,247507,11,9,2,2,0,4,1,0,0,40,37
71,216601,1,7,0,6,4,2,1,0,0,40,37
28,91670,9,13,4,9,1,1,0,0,0,40,37
58,106740,11,9,2,2,0,4,1,0,0,40,37
57,122562,0,6,2,13,0,4,1,0,0,60,37
35,109133,11,9,5,6,1,4,1,3674,0,52,37
35,196123,7,12,2,3,0,4,1,0,0,40,37
55,123436,8,11,2,9,0,4,1,0,0,40,37
56,42298,6,5,2,3,0,2,1,0,0,40,37
44,297248,11,9,3,2,4,4,1,0,0,40,3
23,117363,9,13,4,7,1,4,0,0,0,35,37
41,79864,8,11,4,0,3,4,0,0,0,40,37
51,190762,3,2,6,2,1,4,1,0,0,40,24
46,155509,9,13,5,9,4,2,0,0,0,32,21
45,163434,11,9,0,0,1,4,1,0,0,40,37
35,153832,8,11,4,7,1,4,1,0,0,35,37
53,147629,7,12,2,9,0,4,1,0,0,80,37
33,488720,4,3,2,5,2,4,1,0,0,40,24
49,169180,11,9,6,0,1,4,0,0,1876,35,37
37,188763,9,13,2,9,0,4,1,0,0,45,37
37,229647,11,9,0,6,1,4,0,0,0,42,37
57,321456,11,9,2,4,0,4,1,0,0,20,37
24,199698,7,12,2,5,0,4,1,0,0,48,37
32,226010,11,9,2,2,0,4,1,0,0,60,37
28,116298,5,4,4,6,1,4,1,0,0,45,37
33,130057,7,12,2,11,0,4,1,0,0,45,37
27,369188,9,13,2,9,5,4,0,0,0,90,37
32,155193,11,9,5,9,1,4,1,0,0,55,37
33,159574,0,6,2,13,0,4,1,0,0,40,37
51,299353,15,10,0,7,4,4,0,0,0,56,37
46,99971,11,9,2,10,0,4,1,0,0,56,37
65,190160,9,13,2,3,0,4,1,99999,0,40,37
67,283416,12,14,4,9,1,4,1,0,0,40,37
60,224277,9,13,0,3,4,4,0,0,0,40,37
30,111567,11,9,4,2,3,4,1,0,0,48,37
53,151411,11,9,2,2,0,4,1,0,0,40,37
34,346736,7,12,4,3,3,4,0,0,0,50,37
26,264055,15,10,4,11,4,4,1,0,0,55,37
22,309620,11,9,4,11,1,3,1,0,0,45,37
39,224541,7,12,2,2,0,4,1,0,0,40,37
46,235334,12,14,2,3,0,2,1,99999,0,60,37
22,296158,0,6,2,2,0,4,1,0,0,40,37
25,153997,0,6,4,6,1,4,1,0,0,40,37
53,231482,11,9,2,9,0,4,1,0,0,50,37
35,278553,9,13,2,9,0,2,1,0,0,38,37
56,91251,11,9,2,7,0,1,1,0,0,20,2
47,192053,5,4,2,3,0,4,1,0,0,55,37
47,207120,11,9,5,6,1,4,1,0,0,44,37
46,125892,9,13,2,9,0,4,1,0,1977,60,37
34,186824,9,13,2,9,0,4,1,0,0,40,37
45,200471,15,10,2,11,0,4,1,0,2415,40,37
22,117779,9,13,4,3,1,4,1,0,0,50,37
23,44793,11,9,4,5,1,4,1,0,0,50,37
33,37646,9,13,2,0,0,4,1,0,0,60,37
45,174127,15,10,4,6,3,4,1,0,0,40,37
26,110103,11,9,4,7,1,4,0,0,1762,40,37
20,74631,15,10,4,11,2,4,0,0,0,40,37
32,211239,15,10,1,3,5,4,0,0,0,40,37
26,157008,11,9,0,9,1,4,0,0,0,40,37
35,90406,11,9,4,7,4,4,0,0,0,60,37
27,199998,11,9,0,2,4,4,0,0,0,32,37
73,132350,5,4,6,6,1,4,0,0,0,18,37
61,233427,9,13,2,9,0,4,1,0,0,30,37
52,71489,11,9,2,2,0,4,1,0,1579,40,37
34,119411,15,10,4,13,4,4,1,0,0,40,37
35,351772,15,10,2,11,0,4,1,0,0,60,37
27,34254,9,13,2,10,0,4,1,0,0,40,37
51,178693,9,13,2,11,0,4,1,0,0,50,37
47,168262,15,10,2,3,0,4,1,0,0,60,37
58,34169,15,10,2,11,0,4,1,3103,0,25,37
31,328118,15,10,4,7,1,4,0,0,0,20,37
39,122353,9,13,2,3,0,4,1,7688,0,50,37
18,37315,15,10,4,0,3,4,1,0,0,50,37
27,181916,15,10,4,6,3,4,1,0,0,40,37
21,55465,7,12,4,7,2,4,1,0,0,15,37
45,192203,11,9,2,2,0,4,1,15024,0,49,37
26,91683,15,10,2,13,0,4,1,0,0,40,37
18,39302,2,8,4,7,3,4,0,0,0,12,37
27,171356,7,12,4,2,3,4,1,0,0,40,37
53,197189,11,9,2,11,0,4,1,0,0,72,37
47,112362,0,6,2,11,0,4,1,0,0,40,37
21,228326,11,9,4,0,3,4,1,0,0,40,37
32,307353,11,9,0,0,1,2,0,0,0,40,37
44,172160,1,7,0,6,4,2,0,0,0,40,37
62,234738,9,13,2,3,0,4,1,5013,0,50,37
34,33117,11,9,0,6,1,4,1,0,0,40,37
64,217380,14,15,0,9,1,4,1,0,2559,60,37
36,157954,11,9,0,0,4,4,0,0,0,40,37
53,164299,9,13,2,0,0,4,1,0,1887,65,37
61,224981,0,6,6,2,2,4,1,0,0,18,24
25,281209,11,9,2,13,0,4,1,0,0,40,37
41,200479,11,9,4,2,1,4,1,0,0,48,37
28,132750,11,9,0,7,4,2,0,0,0,20,37
22,21154,11,9,4,7,1,4,0,0,1590,32,37
34,189843,15,10,2,10,0,4,1,0,0,40,37
21,116657,11,9,4,11,2,4,1,0,0,40,37
52,113522,11,9,4,6,1,4,1,0,0,45,37
53,176185,11,9,2,2,0,4,1,0,0,40,37
90,227796,7,12,4,3,1,4,1,6097,0,45,37
24,194891,8,11,4,3,1,4,0,0,0,40,37
51,197189,11,9,2,3,0,4,1,0,0,40,37
30,182191,9,13,4,9,1,4,0,2202,0,38,37
47,242559,15,10,0,6,1,2,0,0,1408,40,37
90,122348,14,15,2,9,0,4,1,20051,0,45,37
44,40024,11,9,2,2,0,4,1,0,0,40,37
43,225978,15,10,2,2,0,2,1,0,0,40,37
18,407436,11,9,4,2,3,4,1,0,0,30,37
60,119471,7,12,2,3,0,1,1,0,0,40,22
33,249409,12,14,2,9,0,2,1,0,0,35,37
38,217409,15,10,2,9,5,4,0,0,0,40,37
48,148995,15,10,2,2,0,4,1,0,0,60,37
50,200046,12,14,2,3,0,4,1,0,0,50,37
37,215618,9,13,2,3,0,4,1,0,0,40,37
21,280081,15,10,4,11,3,4,0,0,0,40,37
46,340651,9,13,2,7,0,2,1,0,1977,60,37
39,111000,12,14,4,7,4,4,0,0,0,35,37
26,135521,8,11,4,5,2,4,1,0,0,28,37
24,194102,9,13,4,3,3,4,1,0,0,40,37
35,295127,15,10,0,4,4,4,1,0,0,50,37
60,102310,7,12,0,9,1,4,0,0,0,45,1
48,240175,1,7,5,7,4,2,1,0,0,22,37
41,145441,11,9,2,6,0,4,1,0,0,40,37
61,243019,13,1,2,2,0,4,1,0,0,40,37
33,215596,6,5,2,2,0,3,1,0,0,40,24
25,31350,15,10,4,7,1,4,1,0,0,40,37
23,246965,15,10,4,6,3,2,1,0,0,40,37
28,99838,9,13,4,3,1,4,1,0,0,38,37
40,340797,15,10,4,6,1,2,0,0,0,40,37
51,29937,11,9,6,9,1,0,0,0,0,20,37
38,30056,15,10,2,7,0,4,1,0,0,40,37
32,309903,0,6,4,7,4,4,0,0,0,25,37
55,256984,15,10,2,7,0,2,1,0,0,40,37
22,181723,15,10,2,4,0,4,1,0,0,30,10
37,101020,9,13,5,3,1,4,1,4787,0,55,37
44,106900,9,13,0,2,1,4,1,0,0,40,37
24,195770,15,10,4,3,3,4,1,0,0,40,37
49,102737,8,11,0,2,1,4,1,0,0,40,37
35,191779,15,10,2,2,0,4,1,0,0,40,37
56,99479,15,10,2,11,0,4,1,5013,0,46,37
62,196891,9,13,2,3,0,4,1,0,0,40,37
19,208066,15,10,4,9,3,4,0,0,0,40,37
31,54341,11,9,2,5,0,4,1,0,0,45,37
21,140001,15,10,4,5,3,4,1,0,0,30,37
26,248220,11,9,2,0,0,4,1,0,0,40,37
53,172962,14,15,2,9,0,4,1,0,0,40,37
37,88215,12,14,4,9,1,1,0,0,0,40,2
18,110142,1,7,4,11,3,4,0,0,0,15,37
41,136986,15,10,4,2,1,4,1,0,0,40,37
52,206775,11,9,2,13,0,4,1,0,0,40,37
50,53497,11,9,4,3,1,4,1,0,0,40,37
22,238534,15,10,2,11,5,4,0,0,0,20,31
38,143123,11,9,2,2,0,4,1,0,0,40,37
36,60269,9,13,2,11,0,4,1,0,0,40,37
33,82623,11,9,2,2,0,4,1,4386,0,48,37
40,99666,11,9,2,13,0,4,1,0,0,55,37
61,95680,15,10,2,6,0,1,1,0,0,40,37
44,208163,8,11,5,10,4,4,1,0,0,40,37
41,369781,11,9,2,3,0,4,1,0,0,55,37
17,311288,1,7,4,3,3,4,0,0,0,24,37
42,152889,15,10,2,2,0,4,1,0,0,52,37
38,160086,9,13,4,9,1,4,0,0,0,32,37
34,117963,12,14,2,9,0,4,1,0,0,43,37
33,186884,11,9,3,0,1,2,1,0,0,40,37
41,313830,11,9,4,9,1,4,0,0,0,40,37
31,212529,15,10,4,9,3,2,1,0,0,40,37
41,124330,15,10,2,11,5,4,0,0,0,30,37
53,104501,9,13,4,3,1,4,1,0,0,42,37
41,43501,15,10,2,12,0,4,1,0,0,40,37
24,83774,11,9,4,2,4,4,1,0,0,40,37
37,216845,13,1,2,4,0,4,1,0,0,40,24
45,168191,11,9,2,13,0,4,1,0,0,40,37
62,166894,11,9,2,2,0,4,1,0,0,60,37
31,110083,11,9,5,3,4,4,0,0,0,40,37
55,194371,11,9,2,11,5,4,0,0,0,40,1
36,125933,9,13,4,9,3,4,1,0,2258,40,37
22,444554,9,13,4,3,1,4,1,0,0,50,37
34,190228,15,10,4,0,3,4,1,0,0,40,37
27,604045,9,13,4,11,1,4,1,27828,0,40,37
36,241126,15,10,0,12,4,4,1,0,0,40,37
38,168355,11,9,2,2,0,4,1,0,0,48,37
48,158451,9,13,5,9,4,4,0,914,0,40,37
50,141608,11,9,5,7,4,4,0,0,0,45,37
36,33157,15,10,2,3,0,4,1,0,0,50,37
45,187563,11,9,2,2,0,4,1,5013,0,45,37
33,26252,7,12,4,7,4,0,0,0,0,40,37
32,318647,11,9,2,10,0,4,1,0,0,36,37
47,152572,11,9,4,7,4,4,0,0,0,40,31
30,77634,11,9,2,3,0,4,1,0,0,40,37
40,199513,12,14,0,3,1,4,1,0,1408,50,37
19,260327,15,10,4,7,3,4,0,0,0,18,37
23,437940,11,9,2,6,0,4,1,0,0,40,37
54,137069,14,15,2,3,0,1,1,0,0,40,17
34,32587,15,10,2,3,0,0,1,0,0,40,37
47,193960,15,10,2,11,0,4,1,7298,0,45,37
33,170651,9,13,2,3,5,4,0,0,1977,38,37
68,186163,3,2,6,9,4,2,0,0,0,40,37
39,114544,15,10,2,3,0,4,1,0,0,55,37
28,159724,9,13,3,11,1,4,0,0,0,50,37
63,697806,11,9,2,13,0,4,1,0,0,60,37
34,140011,11,9,4,2,3,4,1,0,0,45,37
53,411700,11,9,2,0,0,4,1,7298,0,40,37
26,179633,15,10,4,10,3,4,1,0,0,40,37
57,317690,12,14,2,3,0,4,1,7688,0,60,37
45,213334,12,14,4,9,1,4,0,0,0,45,37
41,165304,15,10,2,2,0,4,1,0,0,50,11
57,192325,11,9,6,7,4,4,0,0,0,42,37
53,385183,15,10,2,7,0,4,1,0,0,60,37
33,232650,9,13,2,11,0,4,1,0,0,40,37
47,182474,11,9,2,3,5,4,0,0,0,36,37
37,119992,0,6,2,4,0,4,1,0,0,40,37
26,376016,11,9,4,7,1,4,0,0,0,30,37
39,144638,12,14,0,9,1,4,0,0,0,45,37
48,113612,9,13,2,9,0,4,1,0,0,40,37
65,106161,7,12,2,9,0,4,1,0,0,40,37
36,48160,9,13,2,3,0,4,1,0,0,40,37
30,55176,11,9,2,2,0,4,1,0,0,30,37
21,291232,15,10,4,7,1,4,1,0,0,40,37
55,250149,15,10,2,9,0,4,1,0,0,40,37
62,221064,15,10,2,9,0,4,1,0,0,40,37
27,87745,8,11,2,4,0,4,1,0,0,70,37
35,97136,15,10,4,7,4,2,0,0,0,37,37
18,632271,15,10,3,0,2,4,0,0,0,40,27
18,295607,0,6,4,13,3,4,1,0,0,40,37
84,163443,5,4,6,9,1,4,1,0,0,3,37
78,213136,11,9,6,3,1,4,1,0,0,24,37
23,107882,9,13,4,12,3,4,0,0,0,50,37
35,214378,11,9,4,0,3,4,0,0,0,40,37
24,236427,15,10,2,0,0,4,1,0,0,40,37
28,34292,11,9,4,2,3,4,1,0,0,40,37
33,204780,15,10,2,0,5,4,0,15024,0,40,37
22,161508,15,10,4,9,3,4,1,0,0,40,37
80,151959,11,9,6,7,1,2,1,0,0,15,37
41,196001,11,9,2,11,5,4,0,0,0,20,37
27,211259,12,14,4,9,1,4,1,0,0,40,37
45,35136,9,13,2,12,0,2,1,0,0,40,37
52,288353,9,13,2,11,0,4,1,99999,0,48,37
48,93449,14,15,2,9,0,1,1,99999,0,40,28
17,40432,0,6,4,0,3,4,0,0,0,4,37
60,180632,2,8,0,4,1,4,1,0,0,40,37
76,204113,11,9,6,10,1,4,0,7896,0,18,37
22,336101,15,10,4,7,1,4,0,0,0,30,37
34,235062,11,9,4,2,1,4,1,0,0,45,37
49,312552,11,9,2,9,0,4,1,0,2002,70,37
39,226947,5,4,5,7,2,4,1,0,0,40,7
40,29393,11,9,4,2,3,4,0,0,0,40,37
38,115376,15,10,2,9,5,2,0,0,0,40,37
52,146574,14,15,2,9,0,4,1,0,0,40,37
28,175389,7,12,4,0,3,4,0,0,0,40,24
26,316688,15,10,4,11,2,4,1,0,0,40,37
63,187919,9,13,2,11,0,4,1,0,0,40,37
41,188436,11,9,2,9,0,4,1,0,0,20,1
41,80666,15,10,2,9,0,4,1,0,0,50,37
59,381965,11,9,2,11,0,4,1,0,1740,80,37
31,192039,7,12,0,9,3,4,0,0,0,40,37
34,181091,15,10,4,4,3,4,1,0,0,50,37
40,50191,6,5,0,2,4,4,1,5455,0,40,37
29,155256,9,13,4,12,1,2,0,0,0,40,37
42,104973,11,9,2,2,0,4,1,0,0,40,37
35,348771,11,9,2,4,0,4,1,0,0,40,1
55,96415,11,9,6,7,4,2,0,0,0,35,37
77,213136,10,16,6,3,4,4,1,0,0,40,37
59,155259,15,10,2,3,5,4,0,0,0,20,37
47,95155,9,13,2,3,0,4,1,0,0,43,37
56,178787,11,9,2,5,0,4,1,0,0,40,37
34,361497,1,7,2,13,0,4,1,0,0,40,37
61,254890,11,9,2,13,0,4,1,0,0,40,37
